AphiaID,rank,scientificname
111758,Species,Tubulipora flabellaris
117515,Species,Eutima gracilis
117691,Species,Filellum serratum
117740,Species,Octophialucium funerarium
117778,Species,Amphinema dinema
117848,Species,Rathkea octopunctata
118404,Genus,Natatolana
118509,Species,Paranthura costana
118533,Species,Cryodesma agnari
118635,Species,Munnopsurus atlanticus
118693,Species,Heteromesus wolffi
118744,Species,Macrostylis longipes
118747,Species,Macrostylis spinifera
118755,Species,Munna groenlandica
118775,Species,Austroniscus norbi
118983,Species,Caecognathia hirsuta
120039,Species,Heteromysis (Heteromysis) norvegica
120182,Species,Pseudomma affine
120226,Species,Bacescomysis abyssalis
120231,Species,Hansenomysis nouveli
120232,Species,Hansenomysis pseudofyllae
122386,Genus,Carinina
122710,Species,Emplectonema gracile
122756,Species,Tetrastemma bacescui
123108,Order,Apodida
123130,Family,Porcellanasteridae
123135,Family,Goniasteridae
123269,Genus,Styracaster
123275,Genus,Echinaster
123825,Species,Pedicellaster typicus
123885,Species,Dytaster agassizi
124080,Species,Plinthaster dentatus
124123,Species,Korethraster hispidus
124138,Species,Hymenaster reticulatus
124139,Species,Hymenaster rex
124355,Species,Pourtalesia jeffreysi
124446,Species,Myriotrochus rinkii
124662,Species,Pseudothyone sculponea
124765,Species,Benthodytes typica
124900,Species,Ophiopleura borealis
124966,Species,Gorgonocephalus arcticus
125002,Species,Ophiacantha setosa
125270,Family,Clavulariidae
125294,Genus,Chrysogorgia
125311,Genus,Paramuricea
125314,Genus,Swiftia
125356,Species,Radicipes challengeri
125381,Species,Dentomuricea meteor
125390,Species,Paramuricea placomus
125394,Species,Placogorgia intermedia
128780,Species,Hersiliodes latericia
128900,Species,Mytilicola intestinalis
129089,Species,Myzotheridion seguenziae
129199,Genus,Arabella
129224,Genus,Peresiella
129468,Genus,Synelmis
129532,Genus,Hypsicomus
129564,Genus,Filogranula
129609,Genus,Boccardia
129689,Genus,Axionice
129852,Species,Arabella coeca
129908,Species,Pseudocapitella incerta
129923,Species,Spiochaetopterus solitarius
129969,Species,Dodecaceria fimbriata
129970,Species,Dodecaceria saxicola
130166,Species,Leocrates atlanticus
130207,Species,Heterospio longissima
130421,Species,Pseudonereis anomala
130423,Species,Rullierinereis faroensis
130478,Species,Paradiopatra hispanica
130519,Species,Orbinia bioreti
130566,Species,Aricidea neosuecica
130607,Species,Pholoides dorsipapillatus
130651,Species,Lugia pterophora
130752,Species,Harmothoe abyssicola
130935,Species,Notaulax phaeotaenia
130966,Species,Sabella flabellata
130971,Species,Saccocirrus major
131000,Species,Hydroides dianthus
131040,Species,Salmacina incrustans
131076,Species,Sthenelais jeffreysi
131115,Species,Dipolydora armata
131244,Species,Amblyosyllis finmarchica
131332,Species,Opisthosyllis brunnea
131577,Species,Trochochaeta watsoni
131634,Family,Halisarcidae
131739,Genus,Chelonaplysilla
131753,Genus,Sarcotragus
131847,Genus,Petrosia
131885,Genus,Hymeraphia
131936,Genus,Crella
133154,Species,Raspailia (Raspailia) viminalis
133938,Species,Plakortis simplex
133977,Species,Stelletta lactea
133988,Species,Stryphnus fortis
134139,Species,Cliona schmidtii
134299,Species,Suberites prototypus
134569,Genus,Ammothea
134595,Genus,Pycnogonum
134630,Species,Eurycyde hispida
134661,Species,Colossendeis bicincta
134795,Species,Galatheascus striatus
134802,Species,Drepanorchis neglecta
135108,Genus,Balanophyllia
135132,Species,Aulocyathus atlanticus
135153,Species,Dasmosmilia variegata
135155,Species,Deltocyathus eccentricus
135200,Species,Monomyces pygmaea
135541,Genus,Artotrogus
135993,Species,Lernaeocera branchialis
136059,Species,Nephasoma (Nephasoma) lilljeborgi
136112,Genus,Rissoides
136335,Species,Neotanais laevispinosus
136364,Species,Stenotanais crassiseta
136371,Species,Tanaella ochracea
136448,Species,Leptognathia tenella
137573,Species,Tubificoides crenacoleus
137609,Species,Glossobalanus sarniensis
137669,Genus,Anadara
137837,Genus,Coralliophila
137854,Genus,Teuthowenia
138032,Genus,Gastrochaena
138154,Genus,Lyonsia
138217,Genus,Dacrydium
138249,Genus,Neomenia
138398,Genus,Pulsellum
138539,Genus,Teredo
138592,Genus,Margarites
138643,Genus,Paphia
138676,Species,Acanthochitona discrepans
138747,Species,Ancistrocheirus lesueurii
138934,Species,Turrisipho moebii
139122,Species,Pseudochama gryphina
139216,Species,Bela menkhorsti
139249,Species,Gymnobela fulvotincta
139259,Species,Lusitanops cingulatus
139319,Species,Oenopota graphica
139389,Species,Theta lyronuclea
139390,Species,Theta vayssierei
139424,Species,Helicocranchia pfefferi
139429,Species,Teuthowenia megalops
139460,Species,Myonera angularis
139472,Species,Cycloteuthis sirventi
139503,Species,Gibberula abyssicola
139535,Species,Fissidentalium candidum
139729,Species,Epitonium nanum
139779,Species,Bathycrinicola micrapex
139803,Species,Eulima devistoma
139919,Species,Pruvotfolia pselliotes
139961,Species,Emarginula multistriata
139998,Species,Fossarus ambiguus
140068,Species,Cylichnium africanum
140080,Species,Weinkauffia turgidula
140212,Species,Leptochiton tenuis
140292,Species,Macellomenia palifera
140452,Species,Gregariella petagnae
140495,Species,Nassarius cuvierii
140612,Species,Ammonicera fischeriana
140679,Species,Patella ferruginea
140725,Species,Cochlodesma tenerum
140743,Species,Philine angulata
140852,Species,Prochaetoderma raduliferum
140974,Species,Odostomella doliolum
141039,Species,Ondina warreni
141191,Species,Alvania geryonia
141229,Species,Alvania pseudosyngenes
141360,Species,Rissoa monodonta
141373,Species,Rissoa ventricosa
141421,Species,Sinezona cingulata
141462,Species,Tenagodus obtusus
141551,Species,Spondylus senegalensis
141684,Species,Tjaernoeia exquisita
141969,Species,Ascobulla fragilis
141971,Species,Xenoturbella bocki
141987,Species,Portlandia arctica
149681,Species,Nebaliopsis typica
150546,Species,Ascorhynchus arenicola
152400,Species,Curveulima macrophthalmica
152836,Subfamily,Dosiniinae
156071,Species,Dyopedos bispinis
156082,Species,Escharopsis lobata
156224,Species,Macoma crassula
156389,Species,Schizoporella biaperta
156699,Species,Catriona aurantia
165789,Species,Halichondria (Eumastia) sitiens
166932,Species,Calyx nicaeensis
167744,Species,Clathria (Thalysias) jolicoeuri
168550,Species,Mycale (Aegogropila) tunicata
169484,Species,Myxilla (Myxilla) prouhoi
169724,Species,Oscarella tuberculata
174906,Species,Haploniscus curvirostris
178255,Species,Brisinga costata
178700,Species,Dytaster insignis
181382,Species,Ommastrephes bartramii
181536,Genus,Flexopecten
182042,Species,Leptostylis bacescoi
182282,Species,Eudorella abyssi
182538,Species,Styloptocuma acuminatum
182548,Species,Styloptocuma longisipho
182566,Species,Cumellopsis laevis
182743,Species,Halicnemia verticillata
182825,Species,Nannoniscus analis
183116,Species,Dendromunna spinipes
183133,Species,Drilliola loprestiana
183139,Species,Eubonellia longistomum
183142,Species,Eucalathis tuberata
183155,Species,Eurycope sandersi
183224,Species,Janirella caribbica
183343,Species,Perlophiura profundissima
195910,Species,Setia turriculata
195971,Genus,Paraehlersia
196765,Species,Halichondria (Halichondria) semitubulosa
212784,Species,Leucothoe richiardii
216465,Species,Martesia striata
216616,Species,Brachidontes variabilis
236225,Species,Ascandra contorta
237421,Species,Parandania gigantea
237792,Species,Stomatopora gingrina
240442,Species,Ophlitaspongia kildensis
242121,Species,Endoxocrinus (Diplocrinus) wyvillethomsoni
246153,Superfamily,Limoidea
248352,Family,Unciolidae
254661,Species,Andaniopsis pectinata
255093,Species,Lophocalyx biogasi
259750,Species,Chauliodoniscus armadilloides
289448,Species,Antipathella wollastoni
292941,Suborder,Cymothoida
322555,Species,Ophiura saurura
324763,Genus,Axiokebuita
325343,Superorder,Octopodiformes
328642,Species,Laonice norgensis
328834,Species,Levensteiniella iris
330186,Species,Ophelina opisthobranchiata
332137,Species,Spirorbis (Laeospira) inornatus
332974,Species,Ancistrosyllis hamata
334565,Species,Podarkeopsis arenicolus
334830,Species,Spiophanes duplex
341244,Species,Bivetiella cancellata
341781,Species,Haliphron atlanticus
382003,Order,Chitonida
390394,Species,Myrioglobula malmgreni
390517,Species,Vitreolina colini
390533,Species,Cliona caledoniae
397160,Species,Ostrea chilensis
414988,Genus,Polycelis
419784,Species,Semicassis granulata
421033,Species,Levinsenia reducta
422932,Species,Pycnoclavella nana
434726,Species,Propebela cancellata
469412,Species,Notoplites evocatus
472246,Species,Haywardozoon inarmatum
491532,Species,Parahaustorius holmesi
505543,Species,Limatula louiseae
509237,Species,Semicassis saburon
524634,Species,Gyroscala commutata
534126,Species,Macrotritopus defilippi
547331,Species,Inermonephtys foretmontardoi
553024,Species,Ophiolycus purpureus
592997,Species,Halcampoides purpureus
597207,Species,Penares euastrum
597758,Species,Halirages qvadridentatus
605949,Species,Dysponetus joeli
607064,Species,Diopatra biscayensis
607838,Species,Stomacrustula cruenta
710683,Species,Oxydromus agilis
722561,Species,Chrysallida indistincta
747461,Species,Spirorbis (Spirorbis) marioni
749062,Species,Lepidochitona monterosatoi
815946,Species,Mendicula inflata
815951,Species,Mendicula ockelmanni
836215,Species,Pyrgiscus jeffreysii
836217,Species,Pyrgiscus rufescens
848025,Species,Chaetopleura angulata
848045,Species,Lepidochitona furtiva
852065,Species,Polydora calcarea
882468,Species,Microeuraphia depressa
886741,Species,Aricidea (Strelzovia) belgicae
1075013,Species,Naria spurca
1308613,Species,Iolanthe typhlops
1346775,Species,Geminofilum distichum
1389219,Species,Cyrillia aequalis
1423779,Species,Ircinia polejaeffi
1477347,Species,Steromphala racketti
128,Family,Cerithiidae
220,Family,Ungulinidae
435,Family,Gadilidae
1733,Family,Lepetidae
1741,Family,Skeneopsidae
2043,Family,Piscicolidae
2088,Order,Chaetodermatida
13578,Family,Rhopalomeniidae
22612,Class,Hexactinellida
100736,Genus,Scolanthus
100862,Species,Alicia mirabilis
100966,Species,Phelliactis robusta
101410,Family,Synopiidae
101628,Genus,Nannonyx
101631,Genus,Onisimus
101683,Genus,Melphidippa
101826,Species,Caprella ciliata
101835,Species,Caprella hirsuta
101902,Species,Ampelisca jaffaensis
101943,Species,Byblis guernei
102001,Species,Ampithoe riedli
102050,Species,Microdeutopus similis
102118,Species,Cressa cristata
102152,Species,Paramphithoe hystrix
102169,Species,Apherusa mediterranea
102246,Species,Rozinante fragilis
102339,Species,Iphimedia brachygnatha
102360,Species,Gammaropsis dentata
102370,Species,Gammaropsis pseudostroumowi
102444,Species,Protomedeia grandimana
102457,Species,Leucothoe articulosa
102473,Species,Leucothoe venetiarum
102563,Species,Eurythenes gryllus
102568,Species,Hippomedon ambiguus
102726,Species,Socarnes vahlii
102773,Species,Tryphosella simillima
102817,Species,Maera hirondellei
102901,Species,Monoculopsis longicornis
103024,Species,Pleusymtes pulchella
103038,Species,Dulichiopsis macera
103125,Species,Metopa latimana
103150,Species,Stenothoe antennulariae
103227,Species,Urothoe corsica
103334,Species,Stichopathes gracilis
103466,Genus,Polycitor
103503,Genus,Ecteinascidia
103542,Genus,Stolonica
103568,Species,Didemnum granulosum
103633,Species,Aplidium aegeaensis
103634,Species,Aplidium albicans
103703,Species,Ascidia correi
103740,Species,Chelyosoma macleayanum
103864,Species,Cnemidocarpa bathyphila
103887,Species,Dicarpa atlantica
103936,Species,Styela plicata
104066,Species,Platidia anomioides
106036,Suborder,Lepadomorpha
106147,Species,Conchoderma virgatum
106253,Species,Metaverruca recta
106798,Family,Axiidae
106826,Genus,Solenocera
106927,Genus,Necora
107172,Species,Munidopsis bairdii
107233,Species,Pagurus carneus
107434,Species,Paractaea monodi
107452,Species,Euchirograpsus liguricus
107487,Species,Automate branchialis
107554,Species,Parapontophilus abyssi
107566,Species,Sabinea sarsii
107567,Species,Sabinea septemcarinata
107573,Species,Nematocarcinus ensifer
107633,Species,Periclimenes scriptus
107719,Species,Richardina fredericii
108337,Subspecies,Processa edulis edulis
110357,Genus,Thalassema
110495,Species,Diastyloides carpinei
110496,Species,Diastyloides scaber
110499,Species,Ekleptostylis walkeri
110546,Species,Campylaspis horridoides
110547,Species,Campylaspis intermedia
110554,Species,Campylaspis rostrata
110561,Species,Campylaspis vitrea
110576,Species,Platycuma candidum
110609,Species,Leucon (Alytoleucon) pallidus
110614,Species,Leucon (Epileucon) tenuirostris
110802,Family,Vesiculariidae
110872,Genus,Buskea
110887,Genus,Chorizopora
110944,Genus,Micropora
110980,Genus,Smittoidea
110994,Genus,Arachnidium
111024,Genus,Vesicularia
111069,Species,Fedora edwardsi
111085,Species,Pseudoflustra hincksi
111146,Species,Rhamphostomella spinigera
111181,Species,Nordgaardia pusilla
111182,Species,Uschakovia gorbunovi
111234,Species,Notoplites jeffreysii
111266,Species,Buskea nitida
111278,Species,Celleporina tubulosa
111283,Species,Palmicellaria elegans
111328,Species,Puellina gattyae
111536,Species,Schizoporella smitti
111590,Species,Watersipora cucullata
111626,Species,Bantariella verticillata
111635,Species,Nolella pusilla
111673,Species,Victorella pavida
111707,Species,Crisiella producta
117105,Genus,Hydrodendron
117192,Genus,Phialella
117688,Species,Cryptolaria pectinata
117692,Species,Grammaria abietina
117755,Species,Mitrocomella polydiademata
117939,Species,Thuiaria obsoleta
118234,Species,Pseudione affinis
118256,Family,Ischnomesidae
118501,Species,Leptanthura apalpata
118502,Species,Leptanthura chardyi
118526,Species,Balbidocolon atlanticum
118606,Species,Belonectes parvus
118609,Species,Disconectes latirostris
118705,Species,Janirella laevis
118707,Species,Janirella nanseni
118708,Species,Janirella priseri
118758,Species,Munna limicola
118774,Species,Austroniscus groenlandicus
118786,Species,Nannoniscus profundus
118787,Species,Nannoniscus reticulatus
118986,Species,Caecognathia stygia
119072,Subspecies,Joeropsis brevicornis brevicornis
120088,Species,Mysidopsis didelphys
122486,Species,Cerebratulus roseus
122589,Species,Carinoma armandi
122635,Species,Tubulanus nothus
122773,Species,Tetrastemma flavidum
123125,Family,Zoroasteridae
123127,Family,Astropectinidae
123217,Genus,Freyella
123418,Genus,Brissopsis
123457,Genus,Eostichopus
123578,Genus,Asteronyx
123639,Species,Plutonaster agassizi
123887,Species,Dytaster exilis
123919,Species,Luidia atlantidea
124090,Species,Hoplaster spinosus
124091,Species,Odontaster mediterraneus
124188,Species,Rhizocrinus lofotensis
124193,Species,Zeuctocrinus gisleni
124237,Species,Neocomatella europaea
124400,Species,Echinocardium mortenseni
124456,Species,Labidoplax digitata
124549,Species,Bathyplotes natans
124636,Species,Leptopentacta tergestina
124655,Species,Pentamera calcigera
124671,Species,Thyone gadeana
124764,Species,Benthodytes lingua
124779,Species,Psychropotes semperiana
124898,Species,Ophiophycis mirabilis
124955,Species,Asteroschema inornatum
124967,Species,Gorgonocephalus caputmedusae
124993,Species,Ophiacantha lineata
125084,Species,Amphiura griegi
125273,Family,Chrysogorgiidae
125323,Genus,Thouarella
125325,Genus,Corallium
125338,Species,Clavularia crassa
125376,Species,Keratoisis grayi
125385,Species,Paramuricea biscaya
125409,Species,Narella versluysi
125413,Species,Thouarella (Euthouarella) hilgendorfi
128490,Genus,Funiculina
128505,Species,Anthoptilum murrayi
128537,Species,Stylatula elegans
128842,Species,Herpyllobius polynoes
129114,Species,Siboglinum atlanticum
129153,Genus,Amage
129160,Genus,Auchenoplax
129343,Genus,Chirimia
129355,Genus,Microclymene
129356,Genus,Micromaldane
129400,Genus,Hyalinoecia
129485,Genus,Enipo
129506,Genus,Polynoe
129684,Genus,Xenosyllis
129716,Genus,Octobranchus
129719,Genus,Trochochaeta
129798,Species,Hypaniola kowalewskii
129872,Species,Branchiomaldane vincentii
129875,Species,Baldia johnstoni
129925,Species,Bhawania goodei
129934,Species,Paleanotus chrysolepis
130031,Species,Ophryotrocha puerilis
130209,Species,Heterospio reducta
130252,Species,Lumbrineris pseudofragilis
130258,Species,Paraninoe minuta
130386,Species,Neanthes flavipes
130422,Species,Rullierinereis anoculata
130477,Species,Paradiopatra hartmanae
130658,Species,Nereiphylla pusilla
130776,Species,Harmothoe oculinarum
130805,Species,Macellicephala laubieri
130838,Species,Protodriloides symbioticus
130872,Species,Bispira fabricii
131015,Species,Hydroides stoichadon
131059,Species,Vermiliopsis labiata
131068,Species,Leanira hystricis
131111,Species,Boccardia polybranchia
131198,Species,Circeis armoricana
